ID_PRO;ID_CLAS;ID_UN_MED;DESCRICAO;OBSERVACAO;ESTOQUE_MIN;PERECIVEL;QTD_EMBALAGEM
8012;275;1;LAMPADA VAPOR SODIO 70W;;1;-1;1
8013;275;1;LAMP ELET 127V 6400K;;1;-1;1
8014;275;1;REATOR VAPOR SODIO 70W;;1;-1;1
8015;275;1;REATOR VAP SODMET AF-250W;;1;-1;1
8016;275;1;RELE FOTOELETRICO RET 220V;;1;-1;1
8017;275;1;BASE FIXA PRELE HAST METALICA;;1;-1;1
8018;275;1;LUMINARIA PUBLICA E-27;;1;-1;1
8019;275;1;PORTA LAMP E-27 REF 1560N;;1;-1;1
8020;303;11;FIO SOLIDO 1,5 MM;;1;-1;1
8021;303;11;CORRUGADO 3/4 PT PLASTIK;;1;-1;1
8022;303;11;FIO SOLIDO 4,0 MM;;1;-1;1
8023;303;11;INTERRUPTOR 1 SC;;1;-1;1
8024;303;11;TOMADA 2P 10 A;;1;-1;1
8025;303;11;INTERRUPTOR 3 TC;;1;-1;1
8026;303;11;INTERRUPTOR 2 SC;;1;-1;1
8027;303;11;SOQUETE COM RABICHO;;1;-1;1
8028;303;11;FITA ISOLANTE 19MMX20M;;1;-1;1
8029;303;11;CANALETA  PARA FIO ELET;;1;-1;1
8030;270;1;PNEU 7.50/16;;1;-1;1
8031;270;1;CAMARA DE AR 7.50/16;;1;-1;1
8032;270;1;PNEU 165/70 R13;;1;-1;1
8033;270;1;VALVULA P/ PNEU;;1;-1;1
8034;261;1;RODO 30 CM;;1;-1;1
8035;261;1;RODO 40 CM;;1;-1;1
8036;261;1;VASSOURA PELO;;1;-1;1
8037;261;1;ESPONJADE AÇO;;1;-1;1
8038;261;1;ESPONJA DUPLA FACE;;1;-1;1
8039;261;1;SACO PARA LIXO 30 L;;1;-1;1
8040;261;1;DETERGENTE;;1;-1;1
8041;261;1;DESODORIZADOR;;1;-1;1
8042;261;1;ESCOVA PARA LIMPEZA;;1;-1;1
8043;261;1;AGUA SANITARIA;;1;-1;1
8044;261;1;DESINFETANTE 2 LITROS;;1;-1;1
8045;261;1;DESINFETANTE 2 LITROS;;1;-1;1
8046;261;1;PANO DE CHAO;;1;-1;1
8047;261;1;SABAO EM PO 500 GR;;1;-1;1
8048;261;1;DESINFETANTE PINHO;;1;-1;1
8049;261;1;LIMPADOR PERFUMADO;;1;-1;1
8050;254;1;AÇUCAR;;1;-1;1
8051;254;1;BISCOITO DOCE;;1;-1;1
8052;254;1;BISCOITO CREAM CRACKER;;1;-1;1
8053;254;1;LEITE EM PO 200 G;;1;-1;1
8054;254;1;MANTEIGA 500 GR;;1;-1;1
8055;254;1;MORTADELA;;1;-1;1
8056;254;1;CHA CARQUEJA;;1;-1;1
8057;254;1;CHA GENGIBRE;;1;-1;1
8058;254;1;CHA CIDREIRA;;1;-1;1
8059;254;1;ACHOCOLATADO;;1;-1;1
8060;254;1;CAFE 250 G;;1;-1;1
8061;254;1;BISCOITO INTEGRAL;;1;-1;1
8062;254;1;BISCOITO CREAM CRACKER;;1;-1;1
8063;268;1;ROTEADOR;;1;-1;1
8064;268;1;PLACA DE REDE PCI;;1;-1;1
8065;268;1;BATERIA BOTÃO 2032;;1;-1;1
8066;268;1;FITA P/ 1MP MATRICIAL;;1;-1;1
8067;268;1;FITA P IMPRESSORA;;1;-1;1
8068;268;1;CABO DE REDE;;1;-1;1
8069;268;1;SWITCH TENDA;;1;-1;1
8070;268;1;CONECTOR RJ45;;1;-1;1
8071;268;1;CABO DE REDE ETHERNET;;1;-1;1
8072;9;1;CARIMBO AUTOMATICO 911;;1;-1;1
8073;9;1;CARIMBO AUTOMATICO 912;;1;-1;1
8074;9;1;CARIMBO AUTOMATICO 4926;;1;-1;1
8075;22;1;PAPEL A4 MAX;;1;-1;1
8076;22;8;PASTA  C/FERRAGEM PAPELAO;;1;-1;1
8077;22;8;CANETA BIC AZUL;;1;-1;1
8078;273;1;ARENOSO;;1;-1;1
8079;273;1;AREA LAVADA;;1;-1;1
8080;273;1;CIMENTO POTY;;1;-1;1
8081;273;1;BLOCO 6F 24X19X19;;1;-1;1
8082;273;1;TELHA VOGATEX;;1;-1;1
8083;273;1;MASSARANDUBA SERRADA EM RIPAS;;1;-1;1
8084;273;1;MASSARANDUBA SERRA. VIGAS;;1;-1;1
8085;286;1;VASSOURA DE PIAÇAVA 20CM;;1;-1;1
8086;154;1;FITRO COMBUSTIVEL/WK962 ...;;1;-1;1
8087;154;1;FILTRO COMB.RACOR SEP DAGUA;;1;-1;1
8088;154;1;FILTRO LUBRIF/PSL962;;1;-1;1
8089;154;1;FILTRO AR INTERNO VW FORD;;1;-1;1
8090;273;1;DIATEX ACRILICO 18L;;1;-1;1
8091;273;1;DELACRYL PISOS FOSCO 3,6L;;1;-1;1
8092;273;1;DIALINE ESMALT SEC RAP;;1;-1;1
8093;273;1;VERNIZ ACRILICO DELACRYL 18L;;1;-1;1
8094;273;1;RESINA ACRILICA P/PEDRAS;;1;-1;1
8095;273;1;DELANIL TINTA ACRIL FOSCO;;1;-1;1
8096;273;1;DELANIL TINTA ACRIL FOSCO 18L. AVELOS;;1;-1;1
8097;273;1;THINNER TEMPO EXTRA 1102 5 LTS;;1;-1;1
8098;273;1;MASSA ACRILICA DELANIL 27KG;;1;-1;1
8099;273;1;PISO 10X10 REF. BR10180 A;;1;-1;1
8100;273;1;TRINCHA 2.1/2 395/6 ATLAS;;1;-1;1
8101;273;1;TRINCHA 3 395/7 ATLAS;;1;-1;1
8102;273;1;LIXA FERRO N 120;;1;-1;1
8103;273;1;LIXA P/MASSA N 120;;1;-1;1
8104;273;1;ROLO ESPUMA 9CM;;1;-1;1
8105;273;1;CABINHO 2.50MM;;1;-1;1
8106;273;1;LAMP ELET 30W 127V;;1;-1;1
8107;273;1;CANALETA 2.00M;;1;-1;1
8108;273;1;PLACA 1 POSTO RED F5;;1;-1;1
8109;273;1;PLACA 1 POSTO VERT F1;;1;-1;1
8110;254;1;ACHOCOLATDO SACHET;;1;-1;1
8111;254;1;BATATA INGLESA KG;;1;-1;1
8112;254;1;CARNE MOIDA 500 GR;;1;-1;1
8113;254;1;CEBOLA BRANCA KG;;1;-1;1
8114;254;1;CHARQUE KG;;1;-1;1
8115;254;1;CHUCHU KG;;1;-1;1
8116;254;1;COXA E SOBRECOXA  KG;;1;-1;1
8117;254;1;EXTRATO DE TOMATE;;1;-1;1
8118;254;1;LEITE DE COCO 200 ML;;1;-1;1
8119;254;1;LEITE EM PO 200 GR;;1;-1;1
8120;254;1;MACARRAO ESPAGUETE 500  GR;;1;-1;1
8121;254;1;MILHO MUNGUNZA 500 GR;;1;-1;1
8122;254;1;OLEO DE SOJA 900 ML;;1;-1;1
8123;254;1;PAO HOT DOG PCT C/ 10;;1;-1;1
8124;254;1;POLPA DE FRUTA KG;;1;-1;1
8125;254;1;SAL MOIDO KG;;1;-1;1
8126;254;1;SALSICHA KG;;1;-1;1
8127;304;1;PARAFUSO DE AÇO;;1;-1;1
8128;304;1;PORCA PRA FARAFUSO;;1;-1;1
8129;304;1;FILTRO HIDRAULICO;;1;-1;1
8130;304;1;ELEMENTO FILTRANTE;;1;-1;1
8131;304;1;FILTRO OLEO MWM;;1;-1;1
8132;304;1;OLEO 20 L 15W40;;1;-1;1
8133;304;1;DENTE LATERAL LE;;1;-1;1
8134;304;1;OLEO DE TRANSMISSAO 20 L;;1;-1;1
8135;304;1;ELEMENTO FILTRANTE DE AR;;1;-1;1
8136;304;1;PARAFUSO DE AÇO P;;1;-1;1
8137;304;1;DENTE LATERAL LD;;1;-1;1
8138;304;1;DENTE DA CAÇAMBA;;1;-1;1
8139;304;1;OLEO MULT GEAR EP;;1;-1;1
8140;304;1;OLEO PARA EIXO DIFERENCIAL;;1;-1;1
8141;304;1;FILTRO DE TRANSMISSAO;;1;-1;1
8142;304;1;ELEMENTO FILTRO D;;1;-1;1
8143;301;1;FOGUETE 12 X1;;1;-1;1
8144;301;1;GIRANDOLA 234 TROS;;1;-1;1
8145;301;1;GIRANDOLA 468 TIROS;;1;-1;1
8146;301;1;GIRANDOLA 1080;;1;-1;1
8147;304;1;PISCA;;1;-1;1
8148;304;1;FUSIVEL;;1;-1;1
8149;304;1;RELE DE PISCA;;1;-1;1
8150;304;1;TORNEIRA DE GASOLINA;;1;-1;1
8151;304;1;LAMPADA P/ MOTO;;1;-1;1
8152;304;1;CAMARA;;1;-1;1
8153;304;1;GUIDAO;;1;-1;1
8154;305;1;ANEL PARA OLEO;;1;-1;1
8155;305;1;ELEMENTO FILTRO COMBSTIVEL;;1;-1;1
8156;305;1;CARTUCHO FILETRO DE OLEO;;1;-1;1
8157;305;1;JOGO JUNTA MOTOR;;1;-1;1
8158;305;1;CASQ MANCAL STD;;1;-1;1
8159;305;1;CASQUILHO BIELA;;1;-1;1
8160;305;1;PISTAO COMPLETO STD;;1;-1;1
8161;305;1;BUCHA DE BIELA;;1;-1;1
8162;305;1;SEDE DE VALVULA I;;1;-1;1
8163;305;1;SEDE VALVULA II;;1;-1;1
8164;305;1;ELEMENTO DE FILTRO DE COMBUSTIVELII;;1;-1;1
8165;305;1;VALVULA DE ESCAPE;;1;-1;1
8166;305;1;VAVULA DE ADMISSAO;;1;-1;1
8167;305;1;CORREIA DE COMANDO;;1;-1;1
8168;305;1;ESTOPA;;1;-1;1
8169;305;1;COLA MEGA BLACK 70 G;;1;-1;1
8170;305;1;LTS OLEO UBRIF MOTOR 15W40C;;1;-1;1
8171;305;1;PARAFLU ADITIVO RADIADORES;;1;-1;1
8172;305;1;OLEO TUTELA GI/E;;1;-1;1
8173;305;1;JOGO DE JUNTA;;1;-1;1
8174;305;1;ANEL PARA OLEO;;1;-1;1
8175;305;1;CASQ. MANCA STD;;1;-1;1
8176;305;1;BUCHAS DE BIELA;;1;-1;1
8177;305;1;PARAFUSO PARA PRISIONEIRO;;1;-1;1
8178;305;1;VALVULA DE ESCAPE;;1;-1;1
8179;305;1;VALVULA DE ADMISSAO;;1;-1;1
8180;305;1;LAMAPADA ELET. 45WX220;;1;-1;1
8181;133;1;CAMISA ESCOLAR EM MALHA P,M,G,GG;;1;-1;1
8182;305;1;AMBRA BRAKE LHM-1LT;;1;-1;1
8183;305;1;DESENGRIPANTE 300 ML;;1;-1;1
8184;305;1;PORCA DE AÇO;;1;-1;1
8185;305;1;PARAFUSO DE AÇO DA VGA CE;;1;-1;1
8186;305;1;PORCA DE AÇO FIXAÇÃO ROLAMENTO;;1;-1;1
8187;305;1;CAPA CUBO DE RODA DIANTEIRA;;1;-1;1
8188;305;1;BOMBA DE COMB DO MOT;;1;-1;1
8189;305;1;TERMINAL DA BARRA DE DIREÇAO;;1;-1;1
8190;305;1;BUCHA DE EIXO DIANTEIRO;;1;-1;1
8191;305;1;ANEL AÇO ENCOSTO PONTA DE EIXO;;1;-1;1
8192;305;1;MANGUEIRA DE BORRACHA / TEXTI;;1;-1;1
8193;305;1;ANEL DE AÇO DA PONTA DE EIXO;;1;-1;1
8194;305;1;CAPA DE AÇO DA PNTA EIX;;1;-1;1
8195;305;1;VEDAÇÃO;;1;-1;1
8196;305;1;ROTULA DE CILEINDRO DIR PARKER;;1;-1;1
8197;305;1;ANEL TRAVA DE AÇO DO CILIND;;1;-1;1
8198;305;1;PORCA DE AÇO RODA LEVANTE H;;1;-1;1
8199;305;1;LIMPA CONTATO 180 ML;;1;-1;1
8200;305;1;PARAFUSO DE AÇO;;1;-1;1
8201;303;1;CABO FLE 2,5 MM;;1;-1;1
8202;303;11;CAIXA PADRAO  LINHA BR ENEB;;1;-1;1
8203;303;11;CABP MULTIPPLEX  35 MM + NEUTRO;;1;-1;1
8204;273;1;CADEADO PADO 35 MM;;1;-1;1
8205;273;1;PORTA INTERNA 2,10X0,90;;1;-1;1
8206;273;1;PORTA LISA 60 CM;;1;-1;1
8207;273;1;PORTA LISA 80 CM;;1;-1;1
8208;273;1;BOTA BRANCA PLASTICA;;1;-1;1
8209;273;1;BOTA PRETA PLASTICA;;1;-1;1
8210;273;1;CARRO DE MAO GORDINI;;1;-1;1
8211;273;1;ENXADA 2,5 L;;1;-1;1
8212;273;1;FOICE ROÇADEIRA;;1;-1;1
8213;273;1;TESOURA PARA GRAMA;;1;-1;1
8214;273;1;FACAO 22 POL;;1;-1;1
8215;278;1;LUVA MALHA PIGMENTADA;;1;-1;1
8216;278;1;CAMARA DE AR PARA GALINHOTA;;1;-1;1
8217;278;1;MASCARA PARA PO;;1;-1;1
8218;273;1;CABO DE ENXADA;;1;-1;1
8219;273;1;CABO COAXIAL;;1;-1;1
8220;285;1;DELANIL 18 L AVELOS;;1;-1;1
8221;285;1;DELANIL 18 L CARANGUEJO;;1;-1;1
8222;280;1;PARAFUSO MAQ CAB 16X300;;1;-1;1
8223;280;1;LAMPADA VAPOR SODIO 70 W;;1;-1;1
8224;280;1;LAMAPADA V. SODIO 400 W;;1;-1;1
8225;280;1;LAMPADA V SODIO 250 W;;1;-1;1
8226;280;1;REATOR  70 W;;1;-1;1
8227;280;1;REATOR 150 W;;1;-1;1
8228;280;1;REATOR 250 W;;1;-1;1
8229;280;1;REATOR 400 W;;1;-1;1
8230;280;1;BRAÇO RETO C/ SAPATA;;1;-1;1
8231;280;1;CONJ. LUMINARIA;;1;-1;1
8232;280;1;RELE FOTO LETRICO220V;;1;-1;1
8233;280;1;BASE FIXA 220 V;;1;-1;1
8234;280;1;LUMINARIA PUBLICA E 27;;1;-1;1
8235;260;1;LIVROS;;1;-1;1
8236;306;1;CODIGO CIVIL COMENTADO;;1;-1;1
8237;306;1;MANUAL DO ASSESSOR JUDICO MUNICIPAL  JH;;1;-1;1
8238;260;2;PAPEL A4 C/10 RESMA RINO;;1;-1;1
8239;260;1;CADERNO UNIVERSITARIO 96 FL;;1;-1;1
8240;260;1;QUADRO BRANCO MOLD. ALUM;;1;-1;1
8241;260;1;MARCADOR PARA QDO BRANCO CORES VARIADAS;;1;-1;1
8242;260;1;CLIPS NUM. 02;;1;-1;1
8243;260;1;CLIPS NUM. 03;;1;-1;1
8244;261;1;PAPEL HIG FARDO COM 16 PCTS;;1;-1;1
8245;261;1;DESINFETANTE 500 ML CX C/12;;1;-1;1
8246;261;1;SABAO EM PO 500 GR FD C/ 27;;1;-1;1
8247;261;1;SABAO EM BARRA PCT C/ 5;;1;-1;1
8248;261;1;ESPONJA DE PRATO DUPLA FACE;;1;-1;1
8249;261;1;ESPONJA DE AÇO  C/8 UND FD C/14;;1;-1;1
8250;275;1;LAMPADA ELET 3U 45WX220V;;1;-1;1
8251;307;11;CABO FLEX PP 1KV 2,5MM;;1;-1;1
8252;307;11;CABO FLEX PP 1KV 1,5 MM;;1;-1;1
8253;307;11;PPM -40  FASTON DUPL;;1;-1;1
8254;307;11;MINI DISJUNTOR MBW;;1;-1;1
8255;307;11;PDW 02 C 2 CV 220/60;;1;-1;1
8256;307;11;CONECTOR SINDAL TIPO 712;;1;-1;1
8257;307;11;PRENSA CABOS NYLON .3/4;;1;-1;1
8258;307;11;CONTROLE DE NIVEL 220/380 VCA;;1;-1;1
8259;307;11;QUADRO DE COMANDO;;1;-1;1
8260;307;11;INTER UNIP 15 A;;1;-1;1
8261;307;11;TUBO SOLD AGROPECUA PN 60;;1;-1;1
8262;307;11;ELETRODO PENDULO INOX;;1;-1;1
8263;307;11;CURVA SOLD 90 32 MM;;1;-1;1
8264;307;11;ABRAC NY NATURAL 300X7,5;;1;-1;1
8265;307;11;FITA AUTO FUSAO 19MMX5M;;1;-1;1
8266;307;11;FITA ISOLANTE  PRETA FIS -BT;;1;-1;1
8267;307;11;FITA VEDA ROSCA;;1;-1;1
8268;307;11;DIFUSOR BOMBEADOR;;1;-1;1
8269;307;11;BUCHA RED F.G TUPY;;1;-1;1
8270;271;1;FORMULARIO LAB 2 2 VIAS;;1;-1;1
8271;271;1;FORMULARIO CONT 80 C 1 VIA;;1;-1;1
8272;271;1;FORMULARIO CONT 80 COL. 2 VIAS;;1;-1;1
8273;254;10;AÇUCAR KGG;;1;-1;1
8274;254;1;BISCOITO CREAM CRACKER VIT;;1;-1;1
8275;254;1;BISCOITO VIT INTEGRAL 400 G;;1;-1;1
8276;254;1;CAFE MARATA 250 G;;1;-1;1
8277;254;1;LEITE EM PO LA INT. 200GR;;1;-1;1
8278;254;1;MARGARINA QUALY 250 G;;1;-1;1
8279;254;1;CHA MARATA;;1;-1;1
8280;254;1;MARGARINA BECEL 250 G;;1;-1;1
8281;254;1;REFRESCO MARATA 35 G;;1;-1;1
8282;261;1;AGUA SANITARIA;;1;-1;1
8283;261;1;DESINFETANTE PINHO SOL 500 ML;;1;-1;1
8284;261;1;DET PO ALA;;1;-1;1
8285;261;1;PAPEL HIG NOVO C/4;;1;-1;1
8286;187;1;FILTRO LUBRIFICANTE;;1;-1;1
8287;187;1;FILTRO SEDIMENTADOR;;1;-1;1
8288;187;1;FILTRO DIESEL;;1;-1;1
8289;187;1;BALDE 20 L OLEO MOTOR';;1;-1;1
8290;187;1;FILTRO PRIMARIO;;1;-1;1
8291;187;1;FILTRO SECUNDARIO;;1;-1;1
8292;187;1;FILTRO DA TRANSMISSAO;;1;-1;1
8293;187;1;FILTRO HIDRAULICO;;1;-1;1
8294;187;1;BALDE OLEO TRANSM 20 L;;1;-1;1
8295;187;1;BALDE OLEO  EIXO TRAS 20 L;;1;-1;1
8296;187;1;OLEO EIXO DIANT.;;1;-1;1
8297;187;1;FILTRO HIDRAULCO DE TELA;;1;-1;1
8298;187;1;CORREA DO MOTOR;;1;-1;1
8299;187;1;BALDE OLEO HIDRAULICO 20 L;;1;-1;1
8300;268;1;TECLADO;;1;-1;1
8301;268;1;CAIXA DE SOM MULT;;1;-1;1
8302;268;1;MOUSE OPTICO;;1;-1;1
8303;268;1;ESTABILIZADOR;;1;-1;1
8304;268;1;HD EXTERNO;;1;-1;1
8305;268;1;TECLADO USB;;1;-1;1
8306;268;1;PEN DRIVE 4 G;;1;-1;1
8307;268;1;HD 500 GB;;1;-1;1
8308;268;1;ADAPTADOR;;1;-1;1
8309;261;1;SACOLAS PLASTICAS;;1;-1;1
8310;308;1;CARNE BOVINA CONG;;1;-1;1
8311;308;1;CHARQUE DIANTEIRO;;1;-1;1
8312;308;1;COXA E SOBRECOXA CONG;;1;-1;1
8313;308;1;MACARRAO PARAFUSO;;1;-1;1
8314;308;1;ACHOCOLATADO;;1;-1;1
8315;308;1;POLPA DE FRUTA KG;;1;-1;1
8316;308;1;MILHO MUNGUNZA 500 G;;1;-1;1
8317;305;1;TERMINAL DE DIREÇAO LD;;1;-1;1
8318;305;1;TERMINAL DE DIREÇÃO LE;;1;-1;1
8319;305;1;ROLAMENTO DE CENTRO 45 MM;;1;-1;1
8320;206;1;COMPRESSOR DE 1/4 110V;;1;-1;1
8321;206;16;MICRO MOTOR DE 1/4 BIVOLT;;1;-1;1
8322;273;1;PORTA DE ALMOFADA 210X80;;1;-1;1
8323;273;1;DOBRADIÇA ZINCADA;;1;-1;1
8324;273;1;FECHADURA RES. EXTERNA;;1;-1;1
8325;273;1;ADUELA PARA PORTA;;1;-1;1
8326;278;1;PLAFON;;1;-1;1
8327;285;1;TINTA EM PO HIDRACOR BR;;1;-1;1
8328;290;1;CARRO DE MAO PNEU COM CAMERA;;1;-1;1
8329;290;1;BROXA RETANGULAR;;1;-1;1
8330;290;1;BALDE PARA CONCRETO;;1;-1;1
8331;290;1;ARENOSO M3;;1;-1;1
8332;268;1;MEMORIA 2 GB DDR3;;1;-1;1
8333;268;1;PROC. PENT.;;1;-1;1
8334;268;1;M. B LOGIN;;1;-1;1
8335;154;1;PNEU 7.5/16;;1;-1;1
8336;154;1;CAMARA DE AR 7.5/16;;1;-1;1
8337;307;1;LAMPADA  ELET. 30 W X 220 V;;1;-1;1
8338;307;11;CORDAO FLEX TORCIDO;;1;-1;1
8339;307;11;SOQUETE COM RABICHO;;1;-1;1
8340;154;1;TERMINAL DE DIREÇÃO LD;;1;-1;1
8341;154;1;TERMINA DE DIREÇÃO LE;;1;-1;1
8342;154;1;KIT EMBREAGEM 624320200;;1;-1;1
8343;154;1;AMORT DIANT. HG;;1;-1;1
8344;154;1;MOTOR IMP P. BRISA;;1;-1;1
8345;154;1;AMORT. TRASEIRO;;1;-1;1
8346;154;1;FEIXE MOLA TRASEIRO;;1;-1;1
8347;154;1;COXIM MOTOR;;1;-1;1
8348;154;1;PASTILHA DE FREIO;;1;-1;1
8349;154;1;PIVO BAC;;1;-1;1
8350;305;1;FIO CORTE QUADRADO 3.0MMX312 M;;1;-1;1
8351;305;1;LAMINA 2 FACAS DE AÇO;;1;-1;1
8352;305;1;LAMINA DE 3 FACAS 300 MM;;1;-1;1
8353;296;1;TIJOLO COMUM GRANDE;;1;-1;1
8354;296;17;CIMENTO POTY;;1;-1;1
8355;296;17;ARENOSO;;1;-1;1
8356;296;17;AREIA LAVADA;;1;-1;1
8357;305;1;PISCA P/ MOTO;;1;-1;1
8358;305;1;FUSIVEL;;1;-1;1
8359;305;1;RELE DE PISCA;;1;-1;1
8360;305;1;TORNEIRA DE GASOLINA;;1;-1;1
8361;305;1;LAMPADA PARA FAROL;;1;-1;1
8362;305;1;CAMARA;;1;-1;1
8363;305;1;GUIDAO;;1;-1;1
8364;305;1;KIT TRANSMISSAO DE MOTO;;1;-1;1
8365;305;1;COXIM DA COROA;;1;-1;1
8366;305;1;PRISILIA;;1;-1;1
8367;305;1;RELE DE PISCA;;1;-1;1
8368;305;1;CAPA DE BANCO;;1;-1;1
8369;305;1;OLEO UBRIFICANTE;;1;-1;1
8370;305;1;PISCA ORIGINA;;1;-1;1
8371;305;1;BANC0 PARA MOTO COMPLETO;;1;-1;1
8372;305;1;CHAVE DE IGNIÇÃO;;1;-1;1
8373;172;1;PIPOCA DOCE;;1;-1;1
8374;309;1;BOMBA DÁGUA RAYMA;;1;-1;1
8375;309;1;BOMBA DÁGUA ANAUGER;;1;-1;1
8376;309;1;BATERIA PARA MOTO;;1;-1;1
8377;310;1;ROUNDUP BALDE 20;;1;-1;1
8378;268;1;MEMORIA DDR 3 4GB 1333 MHZ;;1;-1;1
8379;268;1;GRAV DVD SONY SATA;;1;-1;1
8380;268;1;PLACA PCI WIRELE  SS;;1;-1;1
8381;268;1;MOUSE OPTICO  USB;;1;-1;1
8382;268;1;FONE MIC 2280 ERC;;1;-1;1
8383;268;1;MOUSE PAD P/ MOUSE OTICO;;1;-1;1
8384;268;1;CAIXA DE SOM P/ COMPUTADOR;;1;-1;1
8385;268;1;PACA MAE ASUS;;1;-1;1
8386;268;1;PROCESSADOR INTE BX80637G2020;;1;-1;1
8387;268;1;FONTE DE AIMENTAÇÃO WS 500P42 S;;1;-1;1
8388;305;1;BATERIA   ACDELCO 100 E;;1;-1;1
8389;270;1;PNEU 7.00/16;;1;-1;1
8390;270;1;PNEU 275/80;;1;-1;1
8391;273;1;CORAL MASSA ACRIL. 30 KG;;1;-1;1
8392;273;1;IQ DELANIL ACRIL. AVELOS;;1;-1;1
8393;273;1;IQ DELANIL ACRIL. LARANJA CIT;;1;-1;1
8394;273;1;IQ DIALINE BR NEVE 3,6 L;;1;-1;1
8395;273;1;IQ DELANIL  ACRIL 18  L BR NEVE;;1;-1;1
8396;273;1;CORAL VERN ACRIL. INC. 18 L;;1;-1;1
8397;311;1;IQ SOLVENTE AGUARRAS 5 L;;1;-1;1
8398;311;1;LIXA PAREDE 150;;1;-1;1
8399;311;1;TRINCHA 2;;1;-1;1
8400;311;1;TRINCHA 1;;1;-1;1
8401;311;1;ROLO DE LA PARA PINTURA;;1;-1;1
8402;303;1;CX 4X2  LUZ ELET;;1;-1;1
8403;303;11;TOMADA PAD  2P+T;;1;-1;1
8404;303;11;TOMADA PAD 2P+T 10A;;1;-1;1
8405;303;11;CABO FLEX 2,5 PT;;1;-1;1
8406;273;1;FORCADO CURVO;;1;-1;1
8407;273;1;ESCADA MULTIFUNCIONAL;;1;-1;1
8408;154;1;BUCHA TIRANTE ESTABILIZADOR;;1;-1;1
8409;154;1;ABRAÇADEIRA BUCHA ESTAB;;1;-1;1
8410;154;1;BUCHA AMORT TRAS;;1;-1;1
8411;154;1;BUCHA BAND IV 70C16;;1;-1;1
8412;154;1;BUCHA EST DNT IV 70-13;;1;-1;1
8413;154;1;FILTRO COMB IV 2.8;;1;-1;1
8414;154;1;FITRO COMB IV NEW DAILY;;1;-1;1
8415;154;1;FILTRO LUB IV;;1;-1;1
8416;154;1;PIVO IV SUP;;1;-1;1
8417;154;1;PONTEIRA DIREÇÃO IV 70C16;;1;-1;1
8418;154;1;PONTEIRA TENSAOR IV 3510;;1;-1;1
8419;154;1;BICO INJETOR;;1;-1;1
8420;154;1;PORTA INJETOR COMPLETO;;1;-1;1
8421;154;1;ARRUELA DE PRESSAO;;1;-1;1
8422;154;1;MOLA ASPIRAL;;1;-1;1
8423;154;1;PINO PLASTICO;;1;-1;1
8424;154;1;JANTE S/ FURO REF.;;1;-1;1
8425;154;1;PINO;;1;-1;1
8426;154;1;PINO PISTAO DIREÇÃO;;1;-1;1
8427;154;1;KIT REPARO;;1;-1;1
8428;154;1;ROTULA CILINDRO DIREÇÃO;;1;-1;1
8429;154;1;JANTE REFORÇADA;;1;-1;1
8430;154;1;FILTRO;;1;-1;1
8431;154;1;FILTRO LUBRIFICANTE;;1;-1;1
8432;154;1;ADITIVO RAD VERM. DILUIDO;;1;-1;1
8433;154;1;ROLAMENTO CBT;;1;-1;1
8434;154;1;ROLAMENTO;;1;-1;1
8435;187;1;BICO INJETOR;;1;-1;1
8436;187;1;PORTA INJETOR COMPLETO;;1;-1;1
8437;187;1;ARRUELA DE PRESSAO;;1;-1;1
8438;187;1;MOLA ASPIRAL;;1;-1;1
8439;187;1;PINO ELASTICO;;1;-1;1
8440;157;1;ELEMENTO FILTRO;;1;-1;1
8441;157;27;FILTRO DIESEL SEPARADOR;;1;-1;1
8442;157;27;ELEM. FILTRO;;1;-1;1
8443;157;27;ESTOPA;;1;-1;1
8444;157;27;LUBRIFICANTE;;1;-1;1
8445;268;1;FITA PRA IMPRESSORA MATRICIAL EPSON LX 3;;1;-1;1
8446;268;1;FITA IMP. EPSON 890;;1;-1;1
8447;268;1;ROTEADOR WIRELESS TP LINK;;1;-1;1
8448;268;1;ESTABILIZADOR 300 VA MONO;;1;-1;1
8449;268;1;CONECTOR RJII;;1;-1;1
8450;247;1;CALÇA EM BRIM;;1;-1;1
8451;247;1;CAMISA MANGA LONGA;;1;-1;1
8452;270;1;PNEU 215/75 R 17;;1;-1;1
8453;270;1;PNEU 275/80 R22;;1;-1;1
8454;271;1;FORMULARIO LAB 2 COM BLOQUEIO;;1;-1;1
8455;271;1;FORMULARIO LAB 2 FUNDO VERDE;;1;-1;1
8456;271;1;FORMULARIO CONT 80 COLUNAS 1 VIA;;1;-1;1
8457;271;1;FORMULARIO CONT 80 COLUNAS 2 VIAS;;1;-1;1
8458;192;1;MEDALHAS EM ACRILICO;;1;-1;1
8459;273;1;TELHA COLONIAL;;1;-1;1
8460;273;1;VERGALHAO;;1;-1;1
8461;273;1;BLOCOS 6 FUROS;;1;-1;1
8462;273;1;AREIA LAVADA;;1;-1;1
8463;273;1;ARENOSO;;1;-1;1
8464;273;1;LIXA MASSA;;1;-1;1
8465;273;1;GRAFILLAR BR NEVE;;1;-1;1
8466;273;1;DELACRYL;;1;-1;1
8467;273;1;FECHADURA STAM;;1;-1;1
8468;273;1;TRELIÇA TB;;1;-1;1
8469;273;1;DISJUNTOR 20 AMP;;1;-1;1
8470;273;1;CORRUGADO;;1;-1;1
8471;273;1;CADEADO;;1;-1;1
8472;273;1;FITA ISOLANTE PRETA;;1;-1;1
8473;278;1;BOTAS BRANCAS PVC;;1;-1;1
